400	36.0674	139.6750	Asia/Tokyo
401	14.4443	120.9016	Asia/Manila
402	37.7855	38.6237	Europe/Istanbul
403	35.4333	126.7000	Asia/Seoul
404	13.6533	100.2597	Asia/Bangkok
405	25.3657	68.3083	Asia/Karachi
406	34.8503	128.5886	Asia/Seoul
407	-6.9758	108.4831	Asia/Jakarta
408	36.6825	69.1156	Asia/Kabul
409	40.5999	33.6153	Europe/Istanbul
410	36.1167	139.6000	Asia/Tokyo
411	18.3200	78.3418	Asia/Kolkata
412	40.7286	124.7847	Asia/Shanghai
413	55.1172	61.6282	Asia/Yekaterinburg
414	60.1656	29.9080	Europe/Moscow
415	41.3781	33.7753	Europe/Istanbul
416	37.3739	36.0961	Europe/Istanbul
417	42.4907	78.3936	Asia/Bishkek
418	33.8081	44.5334	Asia/Baghdad
419	50.1473	14.1029	Europe/Prague
420	29.6243	71.9144	Asia/Karachi
421	12.5937	6.5865	Africa/Lagos
422	28.2211	61.2158	Asia/Tehran
423	59.3318	18.0412	Europe/Stockholm
424	30.2038	66.9872	Asia/Karachi
425	3.0333	101.7500	Asia/Kuala_Lumpur
426	28.3047	-81.4167	America/New_York
427	50.6665	-120.3192	America/Vancouver
428	-34.0363	23.0471	Africa/Johannesburg
429	21.3033	70.2486	Asia/Kolkata
430	12.3081	75.1063	Asia/Kolkata
431	41.7171	82.9306	Asia/Urumqi
432	61.0042	69.0019	Asia/Yekaterinburg
433	46.3667	17.8000	Europe/Budapest
434	49.0119	24.3731	Europe/Kiev
435	0.1833	30.0833	Africa/Kampala
436	56.1473	44.1979	Europe/Moscow
437	29.9941	-90.2417	America/Chicago
438	-12.8415	28.0948	Africa/Lusaka
439	12.5192	78.2138	Asia/Kolkata
440	51.2153	24.7087	Europe/Kiev
441	57.4368	56.9593	Asia/Yekaterinburg
442	52.7602	32.2394	Europe/Moscow
443	35.9654	140.6447	Asia/Tokyo
444	50.3498	18.2261	Europe/Warsaw
445	52.7667	55.7833	Asia/Yekaterinburg
446	19.8824	74.4761	Asia/Kolkata
447	27.6658	120.5658	Asia/Shanghai
448	50.9594	28.6385	Europe/Kiev
449	36.6974	67.6983	Asia/Kabul
450	51.4528	-2.5083	Europe/London
451	20.4827	77.4886	Asia/Kolkata
452	29.2784	77.7330	Asia/Kolkata
453	6.9269	79.9095	Asia/Colombo
454	18.7856	73.3459	Asia/Kolkata
455	14.8136	74.1297	Asia/Kolkata
456	23.3695	104.2772	Asia/Shanghai
457	50.8699	6.6969	Europe/Berlin
458	9.1817	76.5009	Asia/Kolkata
459	48.0424	38.1473	Europe/Kiev
460	55.6593	37.6040	Europe/Moscow
461	10.6467	76.0670	Asia/Kolkata
462	6.4414	100.1986	Asia/Kuala_Lumpur
463	58.1467	7.9956	Europe/Oslo
464	1.6561	103.6032	Asia/Kuala_Lumpur
465	14.0041	99.5483	Asia/Bangkok
466	49.8540	18.5417	Europe/Prague
467	52.3984	-0.7257	Europe/London
468	40.9642	129.3278	Asia/Pyongyang
469	37.9847	23.6471	Europe/Athens
470	0.2842	34.7523	Africa/Nairobi
471	37.8601	27.2571	Europe/Istanbul
472	10.0614	76.3263	Asia/Kolkata
473	11.8675	75.3576	Asia/Kolkata
474	42.8142	73.8481	Asia/Bishkek
475	39.7275	64.5547	Asia/Samarkand
476	59.7666	60.2086	Asia/Yekaterinburg
477	44.8091	123.0811	Asia/Shanghai
478	38.3788	128.4676	Asia/Seoul
479	42.9758	141.5672	Asia/Tokyo
480	-11.7610	27.2513	Africa/Lubumbashi
481	48.5311	25.0365	Europe/Kiev
482	11.9934	105.4635	Asia/Phnom_Penh
483	34.7956	46.9355	Asia/Tehran
484	59.3793	13.5036	Europe/Stockholm
485	47.4515	19.1402	Europe/Budapest
486	47.7267	10.3139	Europe/Berlin
487	36.9667	140.0500	Asia/Tokyo
488	36.4994	36.3576	Europe/Istanbul
489	15.3452	76.1548	Asia/Kolkata
490	30.4047	71.8627	Asia/Karachi
491	-7.5833	112.1000	Asia/Jakarta
492	18.8215	78.7119	Asia/Kolkata
493	29.5067	78.2061	Asia/Kolkata
494	25.9154	32.7629	Africa/Cairo
495	52.4455	13.5746	Europe/Berlin
496	29.3697	47.9783	Asia/Kuwait
497	33.7333	130.4667	Asia/Tokyo
498	-29.3282	31.2895	Africa/Johannesburg
499	24.4767	32.9463	Africa/Cairo
