Gwadabawa	Gwadabawa, Sokoto	3707375	6	17486	13.35819	5.23812
Gwadabawa	Gwadabawa, Sokoto	3707477	8	17486	13.35819	5.23812
Gwagwalada	Gwagwalada, FCT	3717262	6	0	8.94342	7.08165
Gwandalan	Central Coast, New South Wales	6028861	9	3192	-33.13538	151.58285
Gwandu	Gwandu, Kebbi	3707943	6	10018	12.50204	4.64295
Gwangju	Gwangju	2399220	4	1490092	35.15472	126.91556
Gwangju	Gyeonggi-do	2409170	6	81780	37.41	127.25722
Gwantu	Sanga, Kaduna	3709453	8	0	9.22899	8.45807
Gwaram	Gwaram, Jigawa	3703247	6	15806	11.27727	9.88385
Gwaram	Gwaram, Jigawa	3703376	8	15806	11.27727	9.88385
Gwarzo	Gwarzo, Kano	3710321	6	16303	11.91597	7.9337
Gwarzo	Gwarzo, Kano	3710540	8	16303	11.91597	7.9337
Gwelup	Stirling, Western Australia	11689666	9	4554	-31.87163	115.79484
Gweta	Central	9330375	8	4689	-20.18333	25.23333
Gwiwa	Gwiwa, Jigawa	3703248	6	0	12.78169	8.33722
Gwiwa	Gwiwa, Jigawa	3703380	8	0	12.78169	8.33722
Gwoza	Gwoza, Borno	3721178	6	15176	11.08313	13.69595
Gwoznica Gorna	Powiat strzyzowski, Subcarpathia	6937869	8	1480	49.82791	21.99772
Gwynneville	Wollongong, New South Wales	6076627	9	3073	-34.41667	150.8875
